atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
0|10|18|8|42|3|Grupo LATAM|Bogota|I|primavera|mañana
0|10|20|8|42|5|Grupo LATAM|Bogota|I|primavera|mañana
0|10|22|8|42|7|Grupo LATAM|Bogota|I|primavera|mañana
0|10|25|8|43|3|Grupo LATAM|Bogota|I|primavera|mañana
0|10|27|8|43|5|Grupo LATAM|Bogota|I|primavera|mañana
0|10|29|8|43|7|Grupo LATAM|Bogota|I|primavera|mañana
1|10|2|14|40|1|Grupo LATAM|Bogota|I|primavera|tarde
0|10|3|14|40|2|Grupo LATAM|Bogota|I|primavera|tarde
1|10|7|14|40|6|Grupo LATAM|Bogota|I|primavera|tarde
0|10|9|14|41|1|Grupo LATAM|Bogota|I|primavera|tarde
1|10|10|14|41|2|Grupo LATAM|Bogota|I|primavera|tarde
1|10|12|14|41|4|Grupo LATAM|Bogota|I|primavera|tarde
0|10|14|14|41|6|Grupo LATAM|Bogota|I|primavera|tarde
1|10|16|14|42|1|Grupo LATAM|Bogota|I|primavera|tarde
0|10|17|14|42|2|Grupo LATAM|Bogota|I|primavera|tarde
0|10|19|14|42|4|Grupo LATAM|Bogota|I|primavera|tarde
0|10|21|14|42|6|Grupo LATAM|Bogota|I|primavera|tarde
1|10|23|14|43|1|Grupo LATAM|Bogota|I|primavera|tarde
0|10|24|14|43|2|Grupo LATAM|Bogota|I|primavera|tarde
0|10|26|14|43|4|Grupo LATAM|Bogota|I|primavera|tarde
0|10|28|14|43|6|Grupo LATAM|Bogota|I|primavera|tarde
0|10|30|15|44|1|Grupo LATAM|Bogota|I|primavera|tarde
0|10|31|15|44|2|Grupo LATAM|Bogota|I|primavera|tarde
1|10|7|9|40|6|Grupo LATAM|Cancun|I|primavera|mañana
0|10|14|9|41|6|Grupo LATAM|Cancun|I|primavera|mañana
1|10|21|9|42|6|Grupo LATAM|Cancun|I|primavera|mañana
0|10|28|9|43|6|Grupo LATAM|Cancun|I|primavera|mañana
0|10|1|9|39|7|Grupo LATAM|Punta Cana|I|primavera|mañana
0|10|8|9|40|7|Grupo LATAM|Punta Cana|I|primavera|mañana
1|10|15|9|41|7|Grupo LATAM|Punta Cana|I|primavera|mañana
0|10|22|9|42|7|Grupo LATAM|Punta Cana|I|primavera|mañana
1|10|29|9|43|7|Grupo LATAM|Punta Cana|I|primavera|mañana
0|10|2|9|40|1|Grupo LATAM|Lima|I|primavera|mañana
1|10|4|9|40|3|Grupo LATAM|Lima|I|primavera|mañana
0|10|6|9|40|5|Grupo LATAM|Lima|I|primavera|mañana
1|10|7|9|40|6|Grupo LATAM|Lima|I|primavera|mañana
1|10|9|9|41|1|Grupo LATAM|Lima|I|primavera|mañana
1|10|11|9|41|3|Grupo LATAM|Lima|I|primavera|mañana
0|10|12|9|41|4|Grupo LATAM|Lima|I|primavera|mañana
1|10|13|9|41|5|Grupo LATAM|Lima|I|primavera|mañana
0|10|14|9|41|6|Grupo LATAM|Lima|I|primavera|mañana
1|10|16|9|42|1|Grupo LATAM|Lima|I|primavera|mañana
0|10|18|9|42|3|Grupo LATAM|Lima|I|primavera|mañana
1|10|19|9|42|4|Grupo LATAM|Lima|I|primavera|mañana
1|10|20|9|42|5|Grupo LATAM|Lima|I|primavera|mañana
1|10|21|9|42|6|Grupo LATAM|Lima|I|primavera|mañana
1|10|23|9|43|1|Grupo LATAM|Lima|I|primavera|mañana
0|10|25|9|43|3|Grupo LATAM|Lima|I|primavera|mañana
0|10|26|9|43|4|Grupo LATAM|Lima|I|primavera|mañana
0|10|27|9|43|5|Grupo LATAM|Lima|I|primavera|mañana
0|10|28|9|43|6|Grupo LATAM|Lima|I|primavera|mañana
0|10|30|9|44|1|Grupo LATAM|Lima|I|primavera|mañana
1|10|1|23|39|7|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|3|23|40|2|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|6|23|40|5|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|8|23|40|7|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|13|23|41|5|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|15|23|41|7|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|17|23|42|2|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|20|23|42|5|Grupo LATAM|Los Angeles|I|primavera|noche
1|10|22|23|42|7|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|24|23|43|2|Grupo LATAM|Los Angeles|I|primavera|noche
1|10|27|23|43|5|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|29|22|43|7|Grupo LATAM|Los Angeles|I|primavera|noche
1|10|31|22|44|2|Grupo LATAM|Los Angeles|I|primavera|noche
0|10|1|23|39|7|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|2|23|40|1|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|3|23|40|2|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|4|23|40|3|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|5|23|40|4|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|6|23|40|5|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|7|23|40|6|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|8|23|40|7|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|9|23|41|1|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|10|23|41|2|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|12|23|41|4|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|13|23|41|5|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|14|23|41|6|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|15|23|41|7|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|16|23|42|1|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|17|23|42|2|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|18|23|42|3|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|19|23|42|4|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|20|23|42|5|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|21|23|42|6|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|22|23|42|7|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|23|23|43|1|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|24|23|43|2|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|25|23|43|3|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|26|23|43|4|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|27|23|43|5|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|28|23|43|6|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|29|23|43|7|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|30|23|44|1|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
0|10|31|23|44|2|Grupo LATAM|Ciudad de Mexico|I|primavera|noche
1|10|1|16|39|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|2|16|40|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|3|16|40|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|4|16|40|3|Grupo LATAM|Lima|I|primavera|tarde
0|10|6|16|40|5|Grupo LATAM|Lima|I|primavera|tarde
1|10|8|16|40|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|9|16|41|1|Grupo LATAM|Lima|I|primavera|tarde
1|10|10|16|41|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|11|16|41|3|Grupo LATAM|Lima|I|primavera|tarde
0|10|13|16|41|5|Grupo LATAM|Lima|I|primavera|tarde
1|10|15|16|41|7|Grupo LATAM|Lima|I|primavera|tarde
1|10|16|16|42|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|17|16|42|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|18|16|42|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|19|16|42|4|Grupo LATAM|Lima|I|primavera|tarde
1|10|20|16|42|5|Grupo LATAM|Lima|I|primavera|tarde
0|10|22|16|42|7|Grupo LATAM|Lima|I|primavera|tarde
1|10|23|16|43|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|24|16|43|2|Grupo LATAM|Lima|I|primavera|tarde
1|10|25|16|43|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|26|16|43|4|Grupo LATAM|Lima|I|primavera|tarde
1|10|27|16|43|5|Grupo LATAM|Lima|I|primavera|tarde
0|10|29|16|43|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|30|16|44|1|Grupo LATAM|Lima|I|primavera|tarde
1|10|31|16|44|2|Grupo LATAM|Lima|I|primavera|tarde
1|10|1|22|39|7|Grupo LATAM|Lima|I|primavera|noche
1|10|2|22|40|1|Grupo LATAM|Lima|I|primavera|noche
0|10|3|22|40|2|Grupo LATAM|Lima|I|primavera|noche
1|10|4|22|40|3|Grupo LATAM|Lima|I|primavera|noche
1|10|5|22|40|4|Grupo LATAM|Lima|I|primavera|noche
1|10|6|22|40|5|Grupo LATAM|Lima|I|primavera|noche
0|10|7|22|40|6|Grupo LATAM|Lima|I|primavera|noche
0|10|8|22|40|7|Grupo LATAM|Lima|I|primavera|noche
0|10|9|22|41|1|Grupo LATAM|Lima|I|primavera|noche
1|10|10|22|41|2|Grupo LATAM|Lima|I|primavera|noche
0|10|11|22|41|3|Grupo LATAM|Lima|I|primavera|noche
1|10|12|22|41|4|Grupo LATAM|Lima|I|primavera|noche
0|10|13|22|41|5|Grupo LATAM|Lima|I|primavera|noche
0|10|14|22|41|6|Grupo LATAM|Lima|I|primavera|noche
1|10|15|22|41|7|Grupo LATAM|Lima|I|primavera|noche
0|10|16|22|42|1|Grupo LATAM|Lima|I|primavera|noche
0|10|17|22|42|2|Grupo LATAM|Lima|I|primavera|noche
1|10|18|22|42|3|Grupo LATAM|Lima|I|primavera|noche
0|10|19|22|42|4|Grupo LATAM|Lima|I|primavera|noche
0|10|20|22|42|5|Grupo LATAM|Lima|I|primavera|noche
0|10|21|22|42|6|Grupo LATAM|Lima|I|primavera|noche
0|10|22|22|42|7|Grupo LATAM|Lima|I|primavera|noche
0|10|23|22|43|1|Grupo LATAM|Lima|I|primavera|noche
0|10|24|22|43|2|Grupo LATAM|Lima|I|primavera|noche
0|10|25|22|43|3|Grupo LATAM|Lima|I|primavera|noche
0|10|26|22|43|4|Grupo LATAM|Lima|I|primavera|noche
1|10|27|22|43|5|Grupo LATAM|Lima|I|primavera|noche
1|10|28|22|43|6|Grupo LATAM|Lima|I|primavera|noche
0|10|29|22|43|7|Grupo LATAM|Lima|I|primavera|noche
0|10|30|22|44|1|Grupo LATAM|Lima|I|primavera|noche
0|10|31|22|44|2|Grupo LATAM|Lima|I|primavera|noche
0|10|1|14|39|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|2|14|40|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|3|14|40|2|Grupo LATAM|Lima|I|primavera|tarde
1|10|4|14|40|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|5|14|40|4|Grupo LATAM|Lima|I|primavera|tarde
1|10|6|14|40|5|Grupo LATAM|Lima|I|primavera|tarde
1|10|8|14|40|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|9|14|41|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|10|14|41|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|11|14|41|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|12|14|41|4|Grupo LATAM|Lima|I|primavera|tarde
0|10|13|14|41|5|Grupo LATAM|Lima|I|primavera|tarde
1|10|14|14|41|6|Grupo LATAM|Lima|I|primavera|tarde
1|10|15|14|41|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|16|14|42|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|17|14|42|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|18|14|42|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|19|14|42|4|Grupo LATAM|Lima|I|primavera|tarde
0|10|20|14|42|5|Grupo LATAM|Lima|I|primavera|tarde
0|10|21|14|42|6|Grupo LATAM|Lima|I|primavera|tarde
1|10|22|14|42|7|Grupo LATAM|Lima|I|primavera|tarde
0|10|23|14|43|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|24|14|43|2|Grupo LATAM|Lima|I|primavera|tarde
0|10|25|14|43|3|Grupo LATAM|Lima|I|primavera|tarde
1|10|26|14|43|4|Grupo LATAM|Lima|I|primavera|tarde
1|10|27|14|43|5|Grupo LATAM|Lima|I|primavera|tarde
0|10|28|14|43|6|Grupo LATAM|Lima|I|primavera|tarde
0|10|29|15|43|7|Grupo LATAM|Lima|I|primavera|tarde
1|10|30|15|44|1|Grupo LATAM|Lima|I|primavera|tarde
0|10|31|15|44|2|Grupo LATAM|Lima|I|primavera|tarde
1|10|4|19|40|3|Grupo LATAM|Lima|I|primavera|noche
0|10|11|19|41|3|Grupo LATAM|Lima|I|primavera|noche
0|10|18|19|42|3|Grupo LATAM|Lima|I|primavera|noche
0|10|25|19|43|3|Grupo LATAM|Lima|I|primavera|noche
1|10|1|16|39|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|2|16|40|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|3|16|40|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|4|16|40|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|5|16|40|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|6|16|40|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|7|16|40|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|8|16|40|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|9|16|41|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|10|16|41|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|11|16|41|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|12|16|41|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|13|16|41|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|14|16|41|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|15|16|41|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|16|16|42|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|17|15|42|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|18|15|42|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|19|16|42|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|20|15|42|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|21|16|42|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|22|16|42|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|23|16|43|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|24|15|43|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|25|15|43|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|26|16|43|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|27|15|43|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|28|16|43|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|29|15|43|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|30|15|44|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|31|15|44|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|1|19|39|7|Grupo LATAM|Madrid|I|primavera|noche
0|10|2|19|40|1|Grupo LATAM|Madrid|I|primavera|noche
0|10|3|19|40|2|Grupo LATAM|Madrid|I|primavera|noche
0|10|4|19|40|3|Grupo LATAM|Madrid|I|primavera|noche
0|10|5|19|40|4|Grupo LATAM|Madrid|I|primavera|noche
1|10|6|19|40|5|Grupo LATAM|Madrid|I|primavera|noche
0|10|7|19|40|6|Grupo LATAM|Madrid|I|primavera|noche
1|10|8|19|40|7|Grupo LATAM|Madrid|I|primavera|noche
0|10|9|19|41|1|Grupo LATAM|Madrid|I|primavera|noche
1|10|10|19|41|2|Grupo LATAM|Madrid|I|primavera|noche
0|10|11|19|41|3|Grupo LATAM|Madrid|I|primavera|noche
1|10|12|19|41|4|Grupo LATAM|Madrid|I|primavera|noche
0|10|13|19|41|5|Grupo LATAM|Madrid|I|primavera|noche
1|10|14|19|41|6|Grupo LATAM|Madrid|I|primavera|noche
1|10|15|19|41|7|Grupo LATAM|Madrid|I|primavera|noche
0|10|16|19|42|1|Grupo LATAM|Madrid|I|primavera|noche
0|10|17|19|42|2|Grupo LATAM|Madrid|I|primavera|noche
0|10|18|19|42|3|Grupo LATAM|Madrid|I|primavera|noche
1|10|19|19|42|4|Grupo LATAM|Madrid|I|primavera|noche
1|10|20|19|42|5|Grupo LATAM|Madrid|I|primavera|noche
0|10|21|19|42|6|Grupo LATAM|Madrid|I|primavera|noche
0|10|22|19|42|7|Grupo LATAM|Madrid|I|primavera|noche
1|10|23|19|43|1|Grupo LATAM|Madrid|I|primavera|noche
1|10|24|19|43|2|Grupo LATAM|Madrid|I|primavera|noche
0|10|25|19|43|3|Grupo LATAM|Madrid|I|primavera|noche
1|10|27|19|43|5|Grupo LATAM|Madrid|I|primavera|noche
0|10|28|19|43|6|Grupo LATAM|Madrid|I|primavera|noche
0|10|29|19|43|7|Grupo LATAM|Madrid|I|primavera|noche
0|10|30|19|44|1|Grupo LATAM|Madrid|I|primavera|noche
1|10|31|19|44|2|Grupo LATAM|Madrid|I|primavera|noche
1|10|5|14|40|4|Grupo LATAM|Madrid|I|primavera|tarde
1|10|12|14|41|4|Grupo LATAM|Madrid|I|primavera|tarde
0|10|14|14|41|6|Grupo LATAM|Madrid|I|primavera|tarde
1|10|19|14|42|4|Grupo LATAM|Madrid|I|primavera|tarde
0|10|21|14|42|6|Grupo LATAM|Madrid|I|primavera|tarde
0|10|26|14|43|4|Grupo LATAM|Madrid|I|primavera|tarde
1|10|28|15|43|6|Grupo LATAM|Madrid|I|primavera|tarde
0|10|1|8|39|7|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|2|8|40|1|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|3|8|40|2|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|4|8|40|3|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|5|8|40|4|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|6|8|40|5|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|7|8|40|6|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|8|8|40|7|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|9|8|41|1|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|10|8|41|2|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|11|8|41|3|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|12|8|41|4|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|13|8|41|5|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|14|8|41|6|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|15|8|41|7|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|17|8|42|2|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|18|8|42|3|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|19|8|42|4|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|20|8|42|5|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|21|8|42|6|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|22|8|42|7|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|23|8|43|1|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|24|8|43|2|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|25|8|43|3|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|26|8|43|4|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|27|8|43|5|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|28|8|43|6|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|29|8|43|7|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|30|8|44|1|Grupo LATAM|Sao Paulo|I|primavera|mañana
1|10|31|8|44|2|Grupo LATAM|Sao Paulo|I|primavera|mañana
0|10|1|12|39|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|2|12|40|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|3|12|40|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|4|12|40|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|5|12|40|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|6|12|40|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|7|12|40|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|8|12|40|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|9|12|41|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|10|12|41|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|11|12|41|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|12|12|41|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|13|12|41|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|14|12|41|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|15|12|41|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|16|12|42|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|17|12|42|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|18|12|42|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|19|12|42|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|20|12|42|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|21|12|42|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|22|12|42|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|23|12|43|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|24|12|43|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|25|12|43|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|26|12|43|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|27|12|43|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|28|12|43|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|29|12|43|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|30|12|44|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|31|12|44|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|1|14|39|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|2|14|40|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|3|14|40|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|4|14|40|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|5|14|40|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|6|14|40|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|7|14|40|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|8|14|40|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|9|14|41|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|10|14|41|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|11|14|41|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|12|14|41|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|13|14|41|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|14|14|41|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|15|13|41|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|16|13|42|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|17|13|42|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|18|13|42|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|19|13|42|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|20|13|42|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|21|13|42|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|22|13|42|7|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|23|13|43|1|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|24|13|43|2|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|25|13|43|3|Grupo LATAM|Sao Paulo|I|primavera|tarde
1|10|26|13|43|4|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|27|13|43|5|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|28|13|43|6|Grupo LATAM|Sao Paulo|I|primavera|tarde
0|10|1|0|39|7|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|2|0|40|1|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|3|0|40|2|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|4|0|40|3|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|5|0|40|4|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|6|0|40|5|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|7|0|40|6|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|8|0|40|7|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|9|0|41|1|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|10|0|41|2|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|11|0|41|3|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|12|0|41|4|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|13|0|41|5|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|14|0|41|6|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|15|0|41|7|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|16|0|42|1|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|17|0|42|2|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|18|0|42|3|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|19|0|42|4|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|20|0|42|5|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|21|0|42|6|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|22|0|42|7|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|23|0|43|1|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|24|0|43|2|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|25|0|43|3|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|26|0|43|4|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|27|0|43|5|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|28|0|43|6|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|29|0|43|7|Grupo LATAM|Auckland N.Z.|I|primavera|noche
0|10|30|0|44|1|Grupo LATAM|Auckland N.Z.|I|primavera|noche
1|10|31|0|44|2|Grupo LATAM|Auckland N.Z.|I|primavera|noche
